time visit but no person at site no response on call,Back-Office / Administrative Operations,,,,,,,,,
No person at site and no response on given phone number,Back-Office / Administrative Operations,,,,,,,,,
time visit but no person at site no response on call,Back-Office / Administrative Operations,,,,,,,,,
Premises found locked No person at side and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
No person at site and no response on given phone number,Back-Office / Administrative Operations,,,,,,,,,
time visit but no person at site no response on call,Back-Office / Administrative Operations,,,,,,,,,
Premises found locked no person at side and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
Appointment already taken times but consumer demand more time in each appointment Today team also contacted to consumer on phone but no response on phone Due to the said reason case has been cance,Back-Office / Administrative Operations,,,,,,,,,
Permises found locked no person at side and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
no responseble person At site And mobile number Available but not Proper Response so Meter could not be Tested,Back-Office / Administrative Operations,,,,,,,,,
no person at site no response on call,Back-Office / Administrative Operations,,,,,,,,,
time visit but no person at site no response on call,Back-Office / Administrative Operations,,,,,,,,,
no person at site and ni response on phone,Back-Office / Administrative Operations,,,,,,,,,
Premises found locked no person at side and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
Premises found locked no person at side and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
no person at site and no response on given phone number,Back-Office / Administrative Operations,,,,,,,,,
Premises found locked no person at site and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
No person at side and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
no person at side and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
Permises found locked no person at side at the time of testing discuss with consumer sh Vinay phone no,Back-Office / Administrative Operations,,,,,,,,,
Permises found locked no person at side and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
no responseble person At site And mobile number not Corrective Response So Meter could not be Tested,Back-Office / Administrative Operations,,,,,,,,,
Permises found locked and no person at side at the time of testing so meter could not test,Back-Office / Administrative Operations,,,,,,,,,
no responseble person At site And mobile number Available but Mobile number no Proper Corrective Response So Meter could not be Tested,Back-Office / Administrative Operations,,,,,,,,,
No person at site and no response on given phone number,Back-Office / Administrative Operations,,,,,,,,,
time visit but no person at site,Back-Office / Administrative Operations,,,,,,,,,
no person at site many times call to consumer but consumer not respond on phone mobile number is,Back-Office / Administrative Operations,,,,,,,,,
No person at site and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
No person at side and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
time visit but no person at site no response on call,Back-Office / Administrative Operations,,,,,,,,,
No person at side and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
Permises found locked No person at side and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
No person at site and no response on said phone at the time of testing so meter could be test,Back-Office / Administrative Operations,,,,,,,,,
No person at site and no response on said phone no premises found locked,Back-Office / Administrative Operations,,,,,,,,,
No person at site and no response on phone,Back-Office / Administrative Operations,,,,,,,,,
Permises found locked no person at side at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
no person at site and no response on phone number,Back-Office / Administrative Operations,,,,,,,,,
time visit but no person at site,Back-Office / Administrative Operations,,,,,,,,,
No person at site and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
no person at site no response on phone,Back-Office / Administrative Operations,,,,,,,,,
no person at site and no response on phone,Back-Office / Administrative Operations,,,,,,,,,
no person at site many times call to consumer but consumer not respond on phone consumer number is,Back-Office / Administrative Operations,,,,,,,,,
meter room found locked and key not provided by gard Discuss sh Sanjay HDFC Bank,Back-Office / Administrative Operations,,,,,,,,,
NO PERSON AT SITE NO RESPONSE ON GIVEN PHONE NUMBER SO METER COULDNT BE TESTED AT THE TIME OF TESTING,Back-Office / Administrative Operations,,,,,,,,,
Premises found locked no person at site and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
Premises found locked no person at side and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
No person at site and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
time visit but no person at site no response on call,Back-Office / Administrative Operations,,,,,,,,,
No person at site and no response on given phone number,Back-Office / Administrative Operations,,,,,,,,,
NO PERSON AT SITE NO RESPONSE ON GIVEN PHONE NUMBER SO METER COULD NOT BE TESTED AT THE TIME OF TESTING,Back-Office / Administrative Operations,,,,,,,,,
time visit but no person at site no response on call,Back-Office / Administrative Operations,,,,,,,,,
Permises found locked no person at side and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
No responseble person At site And mobile number Available but Consumer no proper Corrective Response So Meter could not be Tested,Back-Office / Administrative Operations,,,,,,,,,
Premises found locked no person at site discuss with consumer on said phone,Back-Office / Administrative Operations,,,,,,,,,
no person at site and no response on said phone number at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
Premises found locked no person at site and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
Premises found locked no person at site and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
time visit but no person at site,Back-Office / Administrative Operations,,,,,,,,,
NO person at site no response given phone number so meter could not be tested at the time of testing,Back-Office / Administrative Operations,,,,,,,,,
Premises found locked no person at side and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
Premises found locked no person at site and no response on said phone at the time testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
time visit but no person at site no response on call,Back-Office / Administrative Operations,,,,,,,,,
No person at siteno response on phone,Back-Office / Administrative Operations,,,,,,,,,
No person at site and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
Premises found locked no person at site and no response on said phone no at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
No person at site no response on phone,Back-Office / Administrative Operations,,,,,,,,,
no person at site no response on call,Back-Office / Administrative Operations,,,,,,,,,
time visit but no person at site no response on call,Back-Office / Administrative Operations,,,,,,,,,
time visit but no person at site no response on call,Back-Office / Administrative Operations,,,,,,,,,
time visit but No person at site,Back-Office / Administrative Operations,,,,,,,,,
No person at site no response given phone number so meter could not be tested at the time of testing,Back-Office / Administrative Operations,,,,,,,,,
Premises found locked no person at site and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
time visit but no person at site no response on call,Back-Office / Administrative Operations,,,,,,,,,
Premises found locked no person at site and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
No person at site and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
Premises found locked no person at site and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
time visit but no person at site no response on call,Back-Office / Administrative Operations,,,,,,,,,
Premises found locked no person at site and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
time visit no person at site no response on call,Back-Office / Administrative Operations,,,,,,,,,
Premises found locked no person at site and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
Premises found locked no person at site and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
Premises found locked no person at site and no response on said phone at the time of testing,Back-Office / Administrative Operations,,,,,,,,,
time visit but no person at site no response on call,Back-Office / Administrative Operations,,,,,,,,,
no person at site no response on phone,Back-Office / Administrative Operations,,,,,,,,,
No response on telecommunication and no responsible person found at site for meter testing even multiple calling and site visit already done hence same needs to be close,Back-Office / Administrative Operations,,,,,,,,,
time visit but no person at site,Back-Office / Administrative Operations,,,,,,,,,
time visit but no person at site,Back-Office / Administrative Operations,,,,,,,,,
time visit but no person at site,Back-Office / Administrative Operations,,,,,,,,,
No person at site so meter couldnt be tested,Back-Office / Administrative Operations,,,,,,,,,
No person at site and no response on said phone at the time of so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
Premises found locked no person at site and no person at site and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
NO PERSON AT SITE NO RESPONSE ON GIVEN PHONE NUMBER SO METER COULD NOT BE TESTED AT THE TIME OF TESTING,Back-Office / Administrative Operations,,,,,,,,,
No person at site no response given phone number so meter could not be tested at the time of testing,Back-Office / Administrative Operations,,,,,,,,,
No person at side and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
No person at side at and no response on said phone at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter so meter could not be tested at site,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter so meter could not be tested at site,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter so meter could not be tested at site counsmer name Ajay Phone no,Back-Office / Administrative Operations,,,,,,,,,
consumer refuse for meter testing CONSUMER HARSHKRIT,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter so meter could not be tested at site,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter So meter could not be tested at site,Back-Office / Administrative Operations,,,,,,,,,
consumer refused to meter testing so meter could not be tasted,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter,Back-Office / Administrative Operations,,,,,,,,,
consumer refuse for meter testing,Back-Office / Administrative Operations,,,,,,,,,
consumer refused to meter testing so could not be meter tested,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter,Back-Office / Administrative Operations,,,,,,,,,
As per discussion with consumer Mr priya swami consumer refused to test the meter,Back-Office / Administrative Operations,,,,,,,,,
As per discussion with consumer mrs harinder kaur consumer refused to test the meter,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter so meter could not be tested at site,Back-Office / Administrative Operations,,,,,,,,,
As per discussion with consumer consumer refused to test the meter,Back-Office / Administrative Operations,,,,,,,,,
As per discussion with consumer mrs vandana goyal consumer refused to test the meter,Back-Office / Administrative Operations,,,,,,,,,
consumer refused due to wrong complaint done by mistake,Back-Office / Administrative Operations,,,,,,,,,
As per discussion with consumer Mr Subhash consumer refused to test the meter,Back-Office / Administrative Operations,,,,,,,,,
as per site visit consumer hardly refuse for meter testing,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter sunil Kumar,Back-Office / Administrative Operations,,,,,,,,,
consumer refuse for meter testing mobile no,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter so meter could not be tested at site,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter so meter could not be tested at site,Back-Office / Administrative Operations,,,,,,,,,
consumer refused to test the meter,Back-Office / Administrative Operations,,,,,,,,,
consumer refused to meter testing so meter could not be tested,Back-Office / Administrative Operations,,,,,,,,,
consumer refused to meter testing so could not be meter tasted,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter so meter could not be tested at site,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter,Back-Office / Administrative Operations,,,,,,,,,
consumer refused to meter testing so meter could not be tested,Back-Office / Administrative Operations,,,,,,,,,
As per discussion with consumer Mr Anoop Kumar contact no consumer refused to test the meter,Back-Office / Administrative Operations,,,,,,,,,
second time site visited consumer hardly refuse for meter testing,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to meter testing so could not be meter tasted,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to meter testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to meter testing so could not be meter tasted,Back-Office / Administrative Operations,,,,,,,,,
consumer refused to test the meter,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter so meter could not be tested at site,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter so meter could not be tested at site,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter so meter could not be tested at site,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused for meter testing hence meter couldnt be tested Contacted Person Pinki Bansal,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter so meter could not be tested at site,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter so meter could not be tested at site,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter so meter could not be tested at site,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter,Back-Office / Administrative Operations,,,,,,,,,
consumer refused to meter testing time visit this site all time misbehave abusing me,Back-Office / Administrative Operations,,,,,,,,,
Consumer sh Rahul Refused meter testing at the time of testing so meter could not be test,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter so meter could not be tested at site,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter so meter could not be tested at site,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter so meter could not be tested at site,Back-Office / Administrative Operations,,,,,,,,,
Consumer Refused To Meter Testing So Meter Could Not Be Tested,Back-Office / Administrative Operations,,,,,,,,,
As per discussion with consumer mrs Reena singhla consumer refused to test the meter,Back-Office / Administrative Operations,,,,,,,,,
Consumer refused to test the meter so meter could not be tested at site,Back-Office / Administrative Operations,,,,,,,,,
Enforcement ir found on meter,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter Terminal And Meter Box Seals Are Found broken So Meter Suspected Refer To Enforcement,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter calibration pluse not belinking at load alongwith No display and meter terminal found melt at the time of testing so meter Suspected refered to enforcement inspection,CEG / Enforcement / Vigilance Team,,,,,,,,,
Cover open event appear on meter displayrefer to CEG,CEG / Enforcement / Vigilance Team,,,,,,,,,
meter stop at so case send to CEG team for further inspaction,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter Display Show Cover OpenSo meter is suspected and referred to CEG for further analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter is suspected refer to CEG,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter calibration LED is not blinking on loadmeter box seal was missing however terminal seal was interacted,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter reading reverse jump hence referred to CEG for further investigation,CEG / Enforcement / Vigilance Team,,,,,,,,,
meter incoming phase terminal burnt so meter suspected refer to CEG for further analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
meter parameters not matched with standard meter accucheak at the time of testing so this case is referred to CEG for further examination or analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter Terminal Meter box both seals are not found so Meter could not be tested Refer to CEG,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter Incoming Terminal Burnt So Meter Is Suspected Refer to CEG For further Analysis At the time of testing,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter is tampered at site Meter display is Found suspected as Display is not found on External loadKw also on External Load display is only showing on No load Conditions EL Led is found glowing even on no Earth leakage hence meter is suspected Therefore same has been refered to CEG for Further analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
Cover Open Event found on Meter display therefore same is been reffered to CEG for Further analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter InComing Terminal Burnt So Meter is Suspected Refer to CEG For further Analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
meter calibration pulse not blinking at load also no display at the time of testing so this case is referred to CEG for further examination or analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter pulse found abnormally blinking even on External load KW Magnet Tamper Event is found on Meter Display also in display Amp current is showing on Phase and Amp in Neutral parameter hence meter is suspected and same is been reffered to CEG for further analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
As per meter condition and consumer wordings at the time of site visit meter is suspected tampered hence referred for further analysis to CEG,CEG / Enforcement / Vigilance Team,,,,,,,,,
meter calibration pulse abnormal blinking on load so meter suspected refer to ceg,CEG / Enforcement / Vigilance Team,,,,,,,,,
meter tampered at site meter found are broken so meter suspected refer to ceg,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter Voltage parameters not matching with Reference also High Voltage and Neutral Cut Tamper event found on display hence meter is suspected therefore same is been referred to CEG for further analysis photographs have been attached for the same,CEG / Enforcement / Vigilance Team,,,,,,,,,
meter tampered at site hole found in meter box so refer to CEG,CEG / Enforcement / Vigilance Team,,,,,,,,,
meter reading forword jump privious khw mdi zero so meter suspected refer to CEG for further analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter Display showing oPn So meter suspected refer to enforcement,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter Calibration Pulse not blinking even on external Load KW hence meter is suspected therefore the same has been referred to CEG for Further Analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter is suspected tampered as load is running but not reflecting on meter display,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter display showing Cover Open simbal so meter suspected refer to CEG for further analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
meter calibration pulse not blinking at load so this case is referred to CEG for further examination or analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter display showing opn at the time of testing so meter suspected refered to enforcement inspection,CEG / Enforcement / Vigilance Team,,,,,,,,,
meter no in meter display and outer body are different m no so meter suspected reffered to CEG,CEG / Enforcement / Vigilance Team,,,,,,,,,
Reading Verified from RMO team kwh on date TODAY Reading kwh Consumer load continue on meter reading stuck so case refer to CEG FOR FURTHER INSPECTION,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter Reading KWH and KVAH alongwith MDI Suspected so meter suspected refered to enforcement inspection,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter Display showing oPn So meter suspected refer to enforcement,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter Reading Back Jump found also Calibration Pulse is blinking abnormally even on External Load KW hence meter is suspected therefore same has been reffered to CEG for further analysis Contacted Person Devender,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter incoming Terminal Brunt So Meter is Suspected Refer to CEG For Futher Analysis At the time of testing,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter calibration plus Abnormal blinking on External load so meter suspected refer to CEG For Analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter Display Blank And load is Running Continue So Meter is Suspected Refer to CEG For Futher Analysis At the time of testing,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter calibration pulse are blinking on imax MDI are suspected High Display showing magnet simbal EL signSo Meter Suspected Refer To CEG FOR Further Analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
meter parameters not matched with standard meter Accuchek at the time of testing so this case is referred to CEG for further examination or analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter Current and Voltage parameter mismatched hence meter is suspected therefore same has been referred to CEG for further analysis Photographs has been attached,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter Incoming Terminal Are Found Burnt Meter Terminal And Meter Box Seals Are Not Found So Meter Suspected Refer To Enforcement,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter Incoming Terminal Brunt So Meter is Suspected Refer to CEG For Futher Analysis At the time of testing,CEG / Enforcement / Vigilance Team,,,,,,,,,
meter tested as per safety norms meter display showing NCut voltage current not match with Accucheck so meter suspected Referred to CEG for further analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
The instantaneous parameter of the Meter display is found Suspected Voltage parameter of Meter display V B V is found mismatched as compared with our reference meters Voltage R V B V hence same is been referred to CEG for further analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter pulse not Blinking But load is Running Continue So Meter is Suspected Refer to CEG For Futher Analysis At the time of testing,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter pulses are not blinking while load is present at site MDI are suspected High Display Showing No Voltage So Meter Refer To CEG FOR Further Analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter Current and parameter mismatched hence meter is suspected therefore same has been referred to CEG for further analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter Is Behaving abnormally during testing Calibration pulse blinking is suspected also Potential of R and B phase found distorting herefore same is been reffered to CEG for further analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter display showing temper and MDI kw suspected referred to enforcement and discuss with consumer sh Hament on phone no,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter suspected slow at the time of testing so meter referred to enforcement inspection,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter terminal is burnt in put side and meter box seals are not found so meter suspected refer to enforcement,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter display showing Cover Open simbal so meter suspected so meter refer to CEG for further analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
METER CALIBRATION PULSE FOUND ABNORMAL AT THE TIME OF TESTING SO METER SUSPECTED REFER TO CEG,CEG / Enforcement / Vigilance Team,,,,,,,,,
meter display parameters are not matching with the standard meter voltage showing so case referred to ceg,CEG / Enforcement / Vigilance Team,,,,,,,,,
meter display showing cover open OPN at the time of testing so meter suspected referred to enforcement,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter inspected as per safety norms but consumer is not allowing to test the meterI doubt Our meter has been tampered with So meter is suspected and referred to CEG for further analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
During Meter Testing Activity Leakage and Sparking Sound observed at Juice wire of HT Meter Cubicle Unit also Current in B phase seems Less as compared with reference hence same is beem reffered to CEG for further analysis Also for leakage zone has been intimated via Mail for prevention of any mishap in future Photographs has been attached for reference,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter is suspected refer to CEG,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter inspected as per safety norms but consumer is not allowing to test the meter and saying that in our meter there is tempering do what can you do So meter is suspected and referred to CEG for further analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter is Blinking pulse abnornally as per connected load found suspected hence same is been referred to CEG for further analysis BPhase Current found suspected and curremt is almost equal in all phases photographs has beem shared,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter found smoky so meter suspected refer to enforcement,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter Terminal Meter box both seals are missing so meter could not be tested Refer to CEG,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter kWh reading suspected forward jumped so meter suspected refer to enforcement,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter terminal is burnt so meter suspected refer to enforcement,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter Instantaneous Current Parameter of Phase and Neutral Current is Found Suspected therefore same is referred to CEG for further analysis photographs of Phase and Neutral Current is been attached for Reference meter tested on External Load KW,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter calibration pulse is not blinking on consumer load as well as on External Load KW also Incoming found Burnt hence same is been reffered to CEG for further analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
meter perameter not match with Accuchaek at the time of testing so meter suspected referred to enforcement inspection,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter Instantaneous Parameters are suspected as per connected load hence same needs to be reffered to CEG for further analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter Terminal Meter box both seals are missing so meter is suspected Refer to CEG,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter Terminal seal is not found so Meter could not be tested Refer to CEG,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter Terminal Meter box both seals are not found so Meter could not be tested Refer to CEG,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter terminal Seal And box Seal missing So Meter is Suspected Refer to CEG For further Analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
No Seals found on meter terminals and Meter box as well as no terminal cover found on meter therefore same is been Reffered to CEG for further analysis also no contact could be done on provided num,CEG / Enforcement / Vigilance Team,,,,,,,,,
Meter box seals are not found and meter calibration pulse are not blinking on load so meter suspected refer to enforcement,CEG / Enforcement / Vigilance Team,,,,,,,,,
No seals found on meter box and meter terminal so this case is referred to CEG for further examination or analysis,CEG / Enforcement / Vigilance Team,,,,,,,,,
